         14418388 function calls (14086165 primitive calls) in 14.805 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/core.py:2500(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/core.py:5012(Located)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/core.py:5305(_NullToken)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/backend_tools.py:390(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/offsetbox.py:388(PackerBase)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/dates.py:1497(MonthLocator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/urllib3/exceptions.py:29(PoolError)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/externals/cloudpickle/cloudpickle.py:488(instance)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/targets.py:49(FeatureMap)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/instructions.py:875(Fence)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/transforms.py:45(ReplaceCalls)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/containers.py:106(ByteArray)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/abstract.py:323(ConstSized)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/errors.py:681(ByteCodeSupportError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/misc.py:47(RawPointer)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ir.py:839(DynamicTryRaise)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/pythonapi.py:55(_BoxContext)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/removerefctpass.py:15(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/controlflow.py:16(CFBlock)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor_lowering.py:464(ParforsUnexpectedReduceNodeError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typeinfer.py:695(GetAttrConstraint)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typeinfer.py:1767(TypeInferDebug)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:378(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/caching.py:769(LibraryCache)
        5    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/caching.py:84(load_overload)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_stats_py.py:11078(_SimpleStudentT)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_shgo_lib/_vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/interpolate/_fitpack2.py:2163(RectSphereBivariateSpline)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/expr/binary.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/io/partition.py:405(PartitionParted)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/env.py:357(NullContextManager)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/cpython/unicode.py:1379(gen_unicode_Xjust)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/arrayobj.py:743(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/cffi/model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pycparser/plyparser.py:34(PLYParser)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/enumdecl.py:23(EnumClassAttribute)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/packaging/version.py:102(__gt__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/arrayprint.py:1300(BoolFormat)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_typing/_array_like.py:48(_SupportsArray)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/dateutil/tz/tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/pydoc.py:1127(TextRepr)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexes/extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/formats/format.py:1475(_IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/tarfile.py:708(ExFileObject)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/formats/info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/groupby/ops.py:1179(FrameSplitter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/email/message.py:1195(EmailMessage)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/crs/crs.py:54(CRSLocal)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/crs/coordinate_operation.py:1168(StereographicConversion)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/urllib/request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/email/parser.py:125(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/urllib/response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/shapely/impl.py:50(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/shapely/geometry/polygon.py:390(PolygonAdapter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/statistics.py:148(StatisticsError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:246(Hiragana)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:336(Devanagari)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/patches.py:2986(Arc)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/patches.py:3554(BracketA)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/patches.py:3614(BarAB)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/_mathtext.py:1420(Vrule)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/_mathtext.py:1476(HCentered)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/axis.py:531(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/dates.py:1785(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/projections/geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/tri/_trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/tri/_triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/projections/polar.py:297(ThetaLocator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:699(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/http/cookiejar.py:1982(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/externals/loky/_base.py:22(Future)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/psutil/_common.py:311(ZombieProcess)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/compressor.py:544(ZlibCompressorWrapper)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/memory.py:70(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/numpy_pickle_compat.py:129(ZNDArrayWrapper)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/module.py:255(_TypesIterator)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/types.py:546(__len__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/instructions.py:179(InvokeInstr)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/instructions.py:596(PhiInstr)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/abstract.py:470(TypeRef)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/containers.py:96(Bytes)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/errors.py:638(LoweringError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/old_scalars.py:185(NPDatetime)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/datamodel/old_models.py:157(OmittedArgDataModel)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/datamodel/old_models.py:383(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/stencils/stencil.py:23(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/pythonapi.py:24(_Registry)
        3    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/pythonapi.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/removerefctpass.py:11(_MarkNrtCallVisitor)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor_lowering.py:1272(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typeinfer.py:135(ConstraintNetwork)
